,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
7065,Livedigital Mark...,3.0,(70 Reviews),Private,Noida + 5 more,9 years old,11-50 Employees (Global)
7066,HP Global e-Busi...,4.5,(70 Reviews),Public,Palo Alto + 2 more,83 years old,1-10 Employees (India)
7067,Sahyadri Farmers...,3.9,(70 Reviews),Private,Nashik + 4 more,12 years old,501-1k Employees (India)
7068,Intellipaat Soft...,3.0,(70 Reviews),Private,Jaipur + 4 more,11 years old,201-500 Employees (India)
7069,TrueBlue,4.3,(70 Reviews),Private,"Tacoma,Washington + 2 more",20 years old,51-200 Employees (India)
7070,Arrow Electronic...,3.7,(277 Reviews),Private,"Mumbai,Maharashtra + 5 more",32 years old,51-200 Employees (India)
7071,Intuit,4.0,(71 Reviews),Private,"Mountain View,California + 2 more",17 years old,1k-5k Employees (India)
7072,Elevate Services,3.8,(69 Reviews),Private,"Los Angeles,California + 3 more",11 years old,501-1k Employees (India)
7073,Amalgamated Plan...,4.2,(69 Reviews),Private,Kolkata + 5 more,149 years old,10k-50k Employees (Global)
7074,Tranistics Data ...,3.8,(69 Reviews),Private,Kolkata + 2 more,12 years old,51-200 Employees (India)
7075,SDM College of E...,4.2,(69 Reviews),Private,Dharwad + 17 more,43 years old,201-500 Employees (India)
7076,Aggreko,4.7,(69 Reviews),Private,Glasgow + 13 more,60 years old,51-200 Employees (India)
7077,IT Solutions,3.6,(69 Reviews),New Delhi + 21 more,26 years old,51-200 Employees (India),
7078,Amalgamations Va...,4.3,(69 Reviews),Private,Chennai + 3 more,25 years old,501-1k Employees (India)
7079,IMA-PG,4.0,(69 Reviews),Private,Navi Mumbai + 3 more,61 years old,201-500 Employees (India)
7080,INIFD,3.9,(69 Reviews),Private,Chandigarh + 27 more,27 years old,51-200 Employees (Global)
7081,Shri Venkateshwa...,4.3,(69 Reviews),Private,"Gajraula,Uttar Pradesh + 12 more",12 years old,51-200 Employees (India)
7082,Lister Technolog...,4.3,(69 Reviews),Private,"Chennai,Tamil Nadu",22 years old,501-1k Employees (India)
7083,TeamLease Staffi...,3.9,(69 Reviews),Private,"Bangalore,Karnataka + 17 more",20 years old,1k-5k Employees (India)
7084,Sapphire Softwar...,4.6,(69 Reviews),Private,"Ahmedabad,Gujarat + 1 more",22 years old,51-200 Employees (India)
7085,Space Matrix Des...,3.6,(69 Reviews),Private,Singapore + 9 more,21 years old,201-500 Employees (India)
7086,Radiate E Servic...,2.8,(69 Reviews),Private,"Noida,Uttar Pradesh + 1 more",11 years old,11-50 Employees (India)
7087,Line O Matic Gra...,3.6,(69 Reviews),Ahmedabad,25 years old,201-500 Employees (India),
7088,Zenith Precision,4.1,(69 Reviews),Bengaluru,36 years old,51-200 Employees (India),
7089,Banas Dairy,4.5,(69 Reviews),Private,Palanpur + 7 more,53 years old,1k-5k Employees (India)
7090,Mitsubishi Power...,4.3,(69 Reviews),Private,Yokohama + 9 more,8 years old,10k-50k Employees (Global)
7091,Varite,3.8,(69 Reviews),Private,San Jose + 6 more,22 years old,201-500 Employees (India)
7092,Haldex India,4.0,(69 Reviews),Private,Nashik + 2 more,26 years old,201-500 Employees (India)
7093,Diverse Lynx,3.1,(69 Reviews),LLC,"Princeton,New Jersey + 6 more",20 years old,51-200 Employees (India)
7094,Aplab,3.8,(69 Reviews),Public,"Thane,Maharashtra + 11 more",60 years old,501-1k Employees (India)
7095,Kaar Technologie...,4.3,(69 Reviews),Private,Chennai + 2 more,17 years old,1k-5k Employees (India)
7096,MAMTA Health Ins...,4.3,(69 Reviews),New Delhi + 19 more,32 years old,11-50 Employees (India),
7097,CollegeDekho,3.5,(69 Reviews),"Gurgaon,Haryana + 8 more",7 years old,501-1k Employees (India),
7098,Thermo Systems I...,4.3,(69 Reviews),Hyderabad + 8 more,17 years old,501-1k Employees (India),
7099,Radiant Polymers,4.1,(69 Reviews),"New Delhi,Delhi + 9 more",33 years old,501-1k Employees (India),
7100,Meena Bazaar,3.6,(69 Reviews),"Gurgaon/Gurugram,Haryana + 12 more",52 years old,201-500 Employees (India),
7101,Dai Ichi,3.2,(69 Reviews),Public,"Mumbai,Maharashtra + 7 more",62 years old,501-1k Employees (India)
7102,GTT Communicatio...,3.9,(69 Reviews),Private,McLean + 1 more,24 years old,201-500 Employees (India)
7103,Seeh Al Sarya En...,3.5,(69 Reviews),Private,Muscat + 3 more,25 years old,1k-5k Employees (India)
7104,BML Munjal Unive...,3.8,(69 Reviews),Private,"Delhi/NCR,New Delhi + 4 more",8 years old,201-500 Employees (India)
7105,Spc Life Science...,3.2,(69 Reviews),Private,Vadodara,16 years old,51-200 Employees (India)
7106,Metec Design & C...,3.6,(69 Reviews),Chennai + 2 more,20 years old,501-1k Employees (India),
7107,Grace Toyota,3.7,(69 Reviews),Nagpur + 6 more,21 years old,51-200 Employees (India),
7108,Brij Gopal Const...,3.9,(69 Reviews),Private,New Delhi + 13 more,23 years old,1k-5k Employees (India)
7109,Oberoi Flight Se...,3.4,(69 Reviews),New Delhi + 7 more,88 years old,501-1k Employees (India),
7110,Amarprakash Deve...,2.9,(69 Reviews),Private,"Chennai,Tamil Nadu",18 years old,51-200 Employees (India)
7111,MAMTA Health Ins...,4.3,(69 Reviews),New Delhi + 19 more,32 years old,11-50 Employees (India),
7112,Radiant Polymers,4.1,(69 Reviews),"New Delhi,Delhi + 9 more",33 years old,501-1k Employees (India),
7113,Brose India Auto...,4.1,(69 Reviews),Private,Coburg,16 years old,201-500 Employees (India)
7114,Sartorius Stedim...,4.1,(69 Reviews),Private,"Goettingen,Niedersachsen + 7 more",31 years old,201-500 Employees (India)
7115,Marc Enterprises,3.7,(69 Reviews),Private,New Delhi + 7 more,41 years old,201-500 Employees (India)
7116,Metec Design & C...,3.6,(69 Reviews),Chennai + 2 more,20 years old,501-1k Employees (India),
7117,Juma Al Majid Gr...,4.3,(69 Reviews),Private,Dubai + 5 more,72 years old,5k-10k Employees (Global)
7118,Meena Bazaar,3.6,(69 Reviews),"Gurgaon/Gurugram,Haryana + 12 more",52 years old,201-500 Employees (India),
7119,Grace Toyota,3.7,(69 Reviews),Nagpur + 6 more,21 years old,51-200 Employees (India),
7120,DMI DRAEXLMAIER ...,4.2,(69 Reviews),Private,Vilsbiburg,64 years old,51-200 Employees (India)
7121,Welkin Telecom I...,3.3,(69 Reviews),Private,Kolkata + 9 more,18 years old,5k-10k Employees (India)
